Category,Team/All_Teams,Place,Record,Year,Team
Rushing Yards,1,9,1325,2021,1
Rushing Yards,1,10,1298,2067,1
Rushing Yards,1,11,1293,2044,1
Rushing Yards,1,12,1291,2048,1
Rushing Yards,1,13,1269,2036,1
Rushing Yards,1,14,1242,2049,1
Rushing Yards,1,15,1241,2035,1
Rushing Yards,1,16,1235,2064,1
Rushing Yards,1,17,1205,2062,1
Rushing Yards,1,18,1203,2027,1
Rushing Yards,1,19,1200,2061,1
Rushing Yards,1,20,1197,2052,1
Rushing Yards,1,21,1191,2056,1
Rushing Yards,1,22,1165,2066,1
Rushing Yards,1,23,1159,2028,1
Rushing Yards,1,24,1155,2050,1
Rushing Yards,1,25,1154,2032,1
Rushing Yards,1,26,1124,2053,1
Rushing Yards,1,27,1117,2055,1
Rushing Yards,1,28,1112,2060,1
Rushing Yards,1,29,1096,2047,1
Rushing Yards,1,30,1073,2024,1
Rushing Yards,1,31,1071,2041,1
Rushing Yards,1,32,1068,2059,1
Rushing Yards,1,33,1068,2065,1
Rushing Yards,1,34,1051,2031,1
Rushing Yards,1,35,1049,2037,1
Rushing Yards,1,36,1031,2029,1
Rushing Yards,1,37,1030,2069,1
Rushing Yards,1,38,1015,2022,1
Rushing Yards,1,39,1009,2051,1
Rushing Yards,1,40,945,2038,1
Rushing Yards,1,41,945,2063,1
Rushing Yards,1,42,942,2023,1
Rushing Yards,1,43,932,2045,1
Rushing Yards,1,44,905,2030,1
Rushing Yards,1,45,895,2054,1
Rushing Yards,1,46,891,2043,1
Rushing Yards,1,47,861,2040,1
Rushing Yards,1,48,859,2039,1
Rushing Yards,1,49,812,2042,1
Rushing Yards Allowed,1,0,873,2022,1
Rushing Yards Allowed,1,1,889,2058,1
Rushing Yards Allowed,1,2,911,2052,1
Rushing Yards Allowed,1,3,911,2068,1
Rushing Yards Allowed,1,4,916,2069,1
Rushing Yards Allowed,1,5,923,2032,1
Rushing Yards Allowed,1,6,954,2059,1
Rushing Yards Allowed,1,7,958,2061,1
Rushing Yards Allowed,1,8,965,2035,1
Rushing Yards Allowed,1,9,967,2053,1
Rushing Yards Allowed,1,10,976,2024,1
Rushing Yards Allowed,1,11,978,2060,1
Rushing Yards Allowed,1,12,980,2057,1
Rushing Yards Allowed,1,13,984,2062,1
Rushing Yards Allowed,1,14,1001,2043,1
Rushing Yards Allowed,1,15,1012,2046,1
Rushing Yards Allowed,1,16,1028,2044,1
Rushing Yards Allowed,1,17,1033,2042,1
Rushing Yards Allowed,1,18,1039,2020,1
Rushing Yards Allowed,1,19,1043,2037,1
Rushing Yards Allowed,1,20,1045,2056,1
Rushing Yards Allowed,1,21,1047,2054,1
Rushing Yards Allowed,1,22,1048,2034,1
Rushing Yards Allowed,1,23,1061,2041,1
Rushing Yards Allowed,1,24,1063,2033,1
Rushing Yards Allowed,1,25,1063,2064,1
Rushing Yards Allowed,1,26,1068,2055,1
Rushing Yards Allowed,1,27,1080,2067,1
Rushing Yards Allowed,1,28,1086,2023,1
Rushing Yards Allowed,1,29,1112,2031,1
Rushing Yards Allowed,1,30,1125,2039,1
Rushing Yards Allowed,1,31,1133,2048,1
Rushing Yards Allowed,1,32,1146,2066,1
Rushing Yards Allowed,1,33,1160,2030,1
Rushing Yards Allowed,1,34,1165,2021,1
Rushing Yards Allowed,1,35,1183,2028,1
Rushing Yards Allowed,1,36,1196,2025,1
Rushing Yards Allowed,1,37,1203,2050,1
Rushing Yards Allowed,1,38,1213,2026,1
Rushing Yards Allowed,1,39,1226,2027,1
Rushing Yards Allowed,1,40,1226,2045,1
Rushing Yards Allowed,1,41,1232,2065,1
Rushing Yards Allowed,1,42,1261,2063,1
Rushing Yards Allowed,1,43,1268,2038,1
Rushing Yards Allowed,1,44,1274,2036,1
Rushing Yards Allowed,1,45,1284,2047,1
Rushing Yards Allowed,1,46,1328,2040,1
Rushing Yards Allowed,1,47,1331,2049,1
Rushing Yards Allowed,1,48,1341,2051,1
Rushing Yards Allowed,1,49,1433,2029,1
Total Yards,1,0,4007,2020,1
Total Yards,1,1,3972,2048,1
Total Yards,1,2,3944,2023,1
Total Yards,1,3,3868,2021,1
Total Yards,1,4,3772,2022,1
Total Yards,1,5,3733,2058,1
Total Yards,1,6,3716,2067,1
Total Yards,1,7,3701,2060,1
Total Yards,1,8,3662,2050,1
Total Yards,1,9,3658,2025,1
Total Yards,1,10,3593,2047,1
Total Yards,1,11,3576,2055,1
Total Yards,1,12,3543,2044,1
Total Yards,1,13,3538,2034,1
Total Yards,1,14,3504,2059,1
Total Yards,1,15,3501,2046,1
Total Yards,1,16,3494,2033,1
Total Yards,1,17,3486,2026,1
Total Yards,1,18,3486,2061,1
Total Yards,1,19,3486,2066,1
Total Yards,1,20,3450,2032,1
Total Yards,1,21,3444,2051,1
Total Yards,1,22,3413,2029,1
Total Yards,1,23,3394,2064,1
Total Yards,1,24,3391,2049,1
Total Yards,1,25,3390,2052,1
Total Yards,1,26,3390,2065,1
Total Yards,1,27,3383,2035,1
Total Yards,1,28,3351,2036,1
Total Yards,1,29,3330,2062,1
Total Yards,1,30,3316,2053,1
Total Yards,1,31,3306,2031,1
Total Yards,1,32,3301,2037,1
Total Yards,1,33,3296,2028,1
Total Yards,1,34,3270,2057,1
Total Yards,1,35,3261,2068,1
Total Yards,1,36,3256,2024,1
Total Yards,1,37,3256,2054,1
Total Yards,1,38,3166,2027,1
Total Yards,1,39,3165,2030,1
Total Yards,1,40,3109,2041,1
Total Yards,1,41,3092,2063,1
Total Yards,1,42,3091,2043,1
Total Yards,1,43,3050,2040,1
Total Yards,1,44,3040,2069,1
Total Yards,1,45,3015,2039,1
Total Yards,1,46,2996,2045,1
Total Yards,1,47,2994,2038,1
Total Yards,1,48,2979,2042,1
Total Yards,1,49,2826,2056,1
Total Yards Allowed,1,0,2950,2069,1
Total Yards Allowed,1,1,3040,2024,1
Total Yards Allowed,1,2,3050,2037,1
Total Yards Allowed,1,3,3055,2035,1
Total Yards Allowed,1,4,3056,2055,1
Total Yards Allowed,1,5,3153,2041,1
Total Yards Allowed,1,6,3161,2068,1
Total Yards Allowed,1,7,3171,2053,1
Total Yards Allowed,1,8,3180,2039,1
Total Yards Allowed,1,9,3208,2054,1
Total Yards Allowed,1,10,3216,2060,1
Total Yards Allowed,1,11,3222,2057,1
Total Yards Allowed,1,12,3227,2025,1
Total Yards Allowed,1,13,3234,2056,1
Total Yards Allowed,1,14,3246,2050,1
Total Yards Allowed,1,15,3271,2064,1
Total Yards Allowed,1,16,3283,2065,1
Total Yards Allowed,1,17,3291,2046,1
Total Yards Allowed,1,18,3325,2061,1
Total Yards Allowed,1,19,3345,2044,1
Total Yards Allowed,1,20,3363,2030,1
Total Yards Allowed,1,21,3370,2042,1
Total Yards Allowed,1,22,3371,2062,1
Total Yards Allowed,1,23,3378,2023,1
Total Yards Allowed,1,24,3398,2036,1
Total Yards Allowed,1,25,3400,2059,1
Total Yards Allowed,1,26,3403,2032,1
Total Yards Allowed,1,27,3410,2051,1
Total Yards Allowed,1,28,3418,2058,1
Total Yards Allowed,1,29,3420,2052,1
Total Yards Allowed,1,30,3425,2031,1
Total Yards Allowed,1,31,3426,2022,1
Total Yards Allowed,1,32,3428,2033,1
Total Yards Allowed,1,33,3439,2048,1
Total Yards Allowed,1,34,3444,2043,1
Total Yards Allowed,1,35,3451,2049,1
Total Yards Allowed,1,36,3472,2027,1
Total Yards Allowed,1,37,3473,2067,1
Total Yards Allowed,1,38,3490,2066,1
Total Yards Allowed,1,39,3498,2047,1
Total Yards Allowed,1,40,3502,2063,1
Total Yards Allowed,1,41,3511,2045,1
Total Yards Allowed,1,42,3544,2020,1
Total Yards Allowed,1,43,3581,2040,1
Total Yards Allowed,1,44,3589,2034,1
Total Yards Allowed,1,45,3610,2026,1
Total Yards Allowed,1,46,3626,2028,1
Total Yards Allowed,1,47,3676,2038,1
Total Yards Allowed,1,48,3721,2021,1
Total Yards Allowed,1,49,3860,2029,1
Pass Attempts,1,0,406,2031,1
Pass Attempts,1,1,406,2065,1
Pass Attempts,1,2,405,2047,1
Pass Attempts,1,3,403,2043,1
Pass Attempts,1,4,394,2048,1
Pass Attempts,1,5,393,2055,1
Pass Attempts,1,6,393,2060,1
Pass Attempts,1,7,391,2037,1
Pass Attempts,1,8,391,2051,1
Pass Attempts,1,9,390,2023,1
Pass Attempts,1,10,386,2049,1
Pass Attempts,1,11,385,2061,1
Pass Attempts,1,12,385,2067,1
Pass Attempts,1,13,380,2038,1
Pass Attempts,1,14,380,2054,1
Pass Attempts,1,15,379,2050,1
Pass Attempts,1,16,378,2042,1
Pass Attempts,1,17,376,2066,1
Pass Attempts,1,18,375,2028,1
Pass Attempts,1,19,373,2040,1
Pass Attempts,1,20,372,2041,1
Pass Attempts,1,21,371,2063,1
Pass Attempts,1,22,370,2022,1
Pass Attempts,1,23,370,2059,1
Pass Attempts,1,24,369,2064,1
Pass Attempts,1,25,368,2058,1
Pass Attempts,1,26,367,2024,1
Pass Attempts,1,27,365,2045,1
Pass Attempts,1,28,363,2021,1
Pass Attempts,1,29,362,2025,1
Pass Attempts,1,30,362,2052,1
Pass Attempts,1,31,361,2044,1
Pass Attempts,1,32,360,2029,1
Pass Attempts,1,33,356,2069,1
Pass Attempts,1,34,355,2034,1
Pass Attempts,1,35,354,2046,1
Pass Attempts,1,36,353,2026,1
Pass Attempts,1,37,351,2027,1
Pass Attempts,1,38,351,2032,1
Pass Attempts,1,39,349,2053,1
Pass Attempts,1,40,348,2020,1
Pass Attempts,1,41,346,2068,1
Pass Attempts,1,42,343,2036,1
Pass Attempts,1,43,342,2030,1
Pass Attempts,1,44,341,2039,1
Pass Attempts,1,45,334,2062,1
Pass Attempts,1,46,325,2057,1
Pass Attempts,1,47,317,2033,1
Pass Attempts,1,48,300,2035,1
Pass Attempts,1,49,295,2056,1
Rush Attempts,1,0,318,2020,1
Rush Attempts,1,1,315,2025,1
Rush Attempts,1,2,314,2035,1
Rush Attempts,1,3,296,2056,1
Rush Attempts,1,4,294,2058,1
Rush Attempts,1,5,290,2026,1
Rush Attempts,1,6,290,2057,1
Rush Attempts,1,7,290,2059,1
Rush Attempts,1,8,288,2024,1
Rush Attempts,1,9,288,2046,1
Rush Attempts,1,10,288,2068,1
Rush Attempts,1,11,286,2033,1
Rush Attempts,1,12,285,2021,1
Rush Attempts,1,13,282,2048,1
Rush Attempts,1,14,279,2062,1
Rush Attempts,1,15,278,2027,1
Rush Attempts,1,16,278,2034,1
Rush Attempts,1,17,278,2069,1
Rush Attempts,1,18,275,2032,1
Rush Attempts,1,19,275,2053,1
Rush Attempts,1,20,275,2064,1
Rush Attempts,1,21,275,2067,1
Rush Attempts,1,22,274,2052,1
Rush Attempts,1,23,273,2044,1
Rush Attempts,1,24,273,2060,1
Rush Attempts,1,25,270,2023,1
Rush Attempts,1,26,270,2036,1
Rush Attempts,1,27,270,2047,1
Rush Attempts,1,28,270,2055,1
Rush Attempts,1,29,267,2051,1
Rush Attempts,1,30,265,2050,1
Rush Attempts,1,31,264,2049,1
Rush Attempts,1,32,263,2022,1
Rush Attempts,1,33,262,2028,1
Rush Attempts,1,34,262,2029,1
Rush Attempts,1,35,261,2042,1
Rush Attempts,1,36,260,2030,1
Rush Attempts,1,37,260,2039,1
Rush Attempts,1,38,258,2031,1
Rush Attempts,1,39,258,2037,1
Rush Attempts,1,40,258,2066,1
Rush Attempts,1,41,257,2041,1
Rush Attempts,1,42,255,2061,1
Rush Attempts,1,43,245,2054,1
Rush Attempts,1,44,240,2043,1
Rush Attempts,1,45,240,2065,1
Rush Attempts,1,46,236,2038,1
Rush Attempts,1,47,236,2063,1
Rush Attempts,1,48,230,2045,1
Rush Attempts,1,49,229,2040,1
Points Scored,2,0,293,2045,2
Points Scored,2,1,273,2027,2
Points Scored,2,2,270,2044,2
Points Scored,2,3,261,2046,2
Points Scored,2,4,253,2023,2
Points Scored,2,5,253,2025,2
Points Scored,2,6,253,2042,2
Points Scored,2,7,252,2020,2
Points Scored,2,8,249,2028,2
Points Scored,2,9,248,2041,2
Points Scored,2,10,246,2043,2
Points Scored,2,11,245,2054,2
Points Scored,2,12,243,2026,2
Points Scored,2,13,236,2022,2
Points Scored,2,14,235,2060,2
Points Scored,2,15,234,2058,2
Points Scored,2,16,231,2069,2
Points Scored,2,17,229,2032,2
Points Scored,2,18,228,2021,2
Points Scored,2,19,227,2053,2
Points Scored,2,20,225,2029,2
Points Scored,2,21,225,2055,2
Points Scored,2,22,224,2067,2
Points Scored,2,23,223,2050,2
Points Scored,2,24,223,2059,2
Points Scored,2,25,221,2030,2
Points Scored,2,26,221,2057,2
Points Scored,2,27,220,2039,2
Points Scored,2,28,212,2065,2
Points Scored,2,29,211,2063,2
Points Scored,2,30,206,2051,2
Points Scored,2,31,206,2068,2
Points Scored,2,32,202,2034,2
Points Scored,2,33,200,2033,2
Points Scored,2,34,200,2036,2
Points Scored,2,35,200,2052,2
Points Scored,2,36,200,2064,2
Points Scored,2,37,198,2049,2
Points Scored,2,38,198,2056,2
Points Scored,2,39,196,2047,2
Points Scored,2,40,190,2031,2
Points Scored,2,41,188,2024,2
Points Scored,2,42,184,2061,2
Points Scored,2,43,181,2040,2
Points Scored,2,44,179,2038,2
Points Scored,2,45,179,2062,2
Points Scored,2,46,162,2035,2
Points Scored,2,47,161,2066,2
Points Scored,2,48,159,2037,2
Points Scored,2,49,158,2048,2
Points Allowed,2,0,130,2051,2
Points Allowed,2,1,146,2043,2
Points Allowed,2,2,148,2040,2
Points Allowed,2,3,155,2036,2
Points Allowed,2,4,155,2039,2
Points Allowed,2,5,166,2052,2
Points Allowed,2,6,170,2031,2
Points Allowed,2,7,170,2037,2
Points Allowed,2,8,173,2053,2
Points Allowed,2,9,175,2032,2
Points Allowed,2,10,175,2068,2
Points Allowed,2,11,178,2063,2
Points Allowed,2,12,179,2030,2
Points Allowed,2,13,179,2034,2
Points Allowed,2,14,179,2044,2
Points Allowed,2,15,179,2054,2
Points Allowed,2,16,179,2058,2
Points Allowed,2,17,181,2057,2
Points Allowed,2,18,183,2026,2
Points Allowed,2,19,183,2064,2
Points Allowed,2,20,185,2049,2
Points Allowed,2,21,186,2023,2
Points Allowed,2,22,188,2021,2
Points Allowed,2,23,188,2028,2
Points Allowed,2,24,190,2065,2
Points Allowed,2,25,191,2035,2
Points Allowed,2,26,191,2055,2
Points Allowed,2,27,191,2059,2
Points Allowed,2,28,194,2067,2
Points Allowed,2,29,197,2029,2
Points Allowed,2,30,198,2046,2
Points Allowed,2,31,199,2069,2
Points Allowed,2,32,200,2020,2
Points Allowed,2,33,200,2038,2
Points Allowed,2,34,201,2042,2
Points Allowed,2,35,203,2060,2
Points Allowed,2,36,207,2056,2
Points Allowed,2,37,212,2048,2
Points Allowed,2,38,212,2066,2
Points Allowed,2,39,213,2025,2
Points Allowed,2,40,213,2027,2
Points Allowed,2,41,213,2062,2
Points Allowed,2,42,218,2041,2
Points Allowed,2,43,220,2022,2
Points Allowed,2,44,220,2050,2
Points Allowed,2,45,231,2045,2
Points Allowed,2,46,231,2047,2
Points Allowed,2,47,240,2033,2
Points Allowed,2,48,241,2024,2
Points Allowed,2,49,244,2061,2
Passing Yards,2,0,2682,2045,2
Passing Yards,2,1,2604,2050,2
Passing Yards,2,2,2598,2023,2
Passing Yards,2,3,2597,2054,2
Passing Yards,2,4,2538,2069,2
Passing Yards,2,5,2446,2044,2
Passing Yards,2,6,2443,2026,2
Passing Yards,2,7,2442,2038,2
Passing Yards,2,8,2395,2065,2
Passing Yards,2,9,2392,2034,2
Passing Yards,2,10,2377,2047,2
Passing Yards,2,11,2372,2025,2
Passing Yards,2,12,2371,2042,2
Passing Yards,2,13,2367,2059,2
Passing Yards,2,14,2360,2030,2
Passing Yards,2,15,2358,2022,2
Passing Yards,2,16,2341,2028,2
Passing Yards,2,17,2341,2053,2
Passing Yards,2,18,2325,2046,2
Passing Yards,2,19,2323,2032,2
Passing Yards,2,20,2314,2020,2
Passing Yards,2,21,2298,2041,2
Passing Yards,2,22,2275,2033,2
Passing Yards,2,23,2269,2039,2
Passing Yards,2,24,2233,2037,2
Passing Yards,2,25,2211,2048,2
Passing Yards,2,26,2204,2060,2
Passing Yards,2,27,2186,2027,2
Passing Yards,2,28,2183,2040,2
Passing Yards,2,29,2183,2043,2
Passing Yards,2,30,2179,2031,2
Passing Yards,2,31,2179,2058,2
Passing Yards,2,32,2178,2068,2
Passing Yards,2,33,2174,2029,2
Passing Yards,2,34,2149,2063,2
Passing Yards,2,35,2142,2024,2
Passing Yards,2,36,2139,2021,2
Passing Yards,2,37,2139,2049,2
Passing Yards,2,38,2099,2051,2
Passing Yards,2,39,2095,2062,2
Passing Yards,2,40,2080,2064,2
Passing Yards,2,41,2068,2036,2
Passing Yards,2,42,2063,2061,2
Passing Yards,2,43,2060,2055,2
Passing Yards,2,44,2047,2057,2
Passing Yards,2,45,2007,2066,2
Passing Yards,2,46,2005,2052,2
Passing Yards,2,47,1976,2067,2
Passing Yards,2,48,1971,2035,2
Passing Yards,2,49,1966,2056,2
Passing Yards Allowed,2,0,1858,2039,2
Passing Yards Allowed,2,1,1950,2051,2
Passing Yards Allowed,2,2,2002,2049,2
Passing Yards Allowed,2,3,2032,2036,2
Passing Yards Allowed,2,4,2093,2032,2
Passing Yards Allowed,2,5,2100,2059,2
Passing Yards Allowed,2,6,2109,2029,2
Passing Yards Allowed,2,7,2110,2040,2
Passing Yards Allowed,2,8,2153,2026,2
Passing Yards Allowed,2,9,2191,2052,2
Passing Yards Allowed,2,10,2198,2068,2
Passing Yards Allowed,2,11,2206,2067,2
Passing Yards Allowed,2,12,2209,2023,2
Passing Yards Allowed,2,13,2220,2034,2
Passing Yards Allowed,2,14,2223,2043,2
Passing Yards Allowed,2,15,2228,2044,2
Passing Yards Allowed,2,16,2233,2024,2
Passing Yards Allowed,2,17,2233,2050,2
Passing Yards Allowed,2,18,2246,2047,2
Passing Yards Allowed,2,19,2261,2048,2
Passing Yards Allowed,2,20,2284,2061,2
Passing Yards Allowed,2,21,2293,2041,2
Passing Yards Allowed,2,22,2295,2066,2
Passing Yards Allowed,2,23,2298,2037,2
Passing Yards Allowed,2,24,2308,2021,2
Passing Yards Allowed,2,25,2311,2031,2
Passing Yards Allowed,2,26,2324,2064,2
Passing Yards Allowed,2,27,2325,2053,2
Passing Yards Allowed,2,28,2333,2054,2
Passing Yards Allowed,2,29,2338,2046,2
Passing Yards Allowed,2,30,2343,2038,2
Passing Yards Allowed,2,31,2372,2062,2
Passing Yards Allowed,2,32,2389,2020,2
Passing Yards Allowed,2,33,2414,2058,2
Passing Yards Allowed,2,34,2430,2060,2
Passing Yards Allowed,2,35,2450,2022,2
Passing Yards Allowed,2,36,2455,2057,2
Passing Yards Allowed,2,37,2460,2065,2
Passing Yards Allowed,2,38,2468,2030,2
Passing Yards Allowed,2,39,2488,2027,2
Passing Yards Allowed,2,40,2490,2069,2
Passing Yards Allowed,2,41,2500,2056,2
Passing Yards Allowed,2,42,2501,2025,2
Passing Yards Allowed,2,43,2518,2042,2
Passing Yards Allowed,2,44,2520,2033,2
Passing Yards Allowed,2,45,2555,2035,2
Passing Yards Allowed,2,46,2585,2028,2
Passing Yards Allowed,2,47,2601,2063,2
Passing Yards Allowed,2,48,2608,2055,2
Passing Yards Allowed,2,49,2609,2045,2
Rushing Yards,2,0,1654,2025,2
Rushing Yards,2,1,1642,2027,2
Rushing Yards,2,2,1500,2026,2
Rushing Yards,2,3,1479,2046,2
Rushing Yards,2,4,1469,2042,2
Rushing Yards,2,5,1468,2028,2
Rushing Yards,2,6,1419,2029,2
Rushing Yards,2,7,1378,2043,2
Rushing Yards,2,8,1363,2058,2
Rushing Yards,2,9,1353,2057,2
Rushing Yards,2,10,1343,2044,2
Rushing Yards,2,11,1337,2041,2
Rushing Yards,2,12,1337,2045,2
Rushing Yards,2,13,1326,2067,2
Rushing Yards,2,14,1316,2036,2
Rushing Yards,2,15,1291,2023,2
Rushing Yards,2,16,1280,2059,2
Rushing Yards,2,17,1275,2055,2
Rushing Yards,2,18,1261,2021,2
Rushing Yards,2,19,1261,2030,2
Rushing Yards,2,20,1260,2039,2
Rushing Yards,2,21,1256,2054,2
Rushing Yards,2,22,1253,2024,2
Rushing Yards,2,23,1203,2022,2
Rushing Yards,2,24,1186,2020,2
Rushing Yards,2,25,1181,2052,2
Rushing Yards,2,26,1179,2040,2
Rushing Yards,2,27,1178,2066,2
Rushing Yards,2,28,1150,2053,2
Rushing Yards,2,29,1140,2032,2
Rushing Yards,2,30,1133,2064,2
Rushing Yards,2,31,1132,2051,2
Rushing Yards,2,32,1128,2068,2
Rushing Yards,2,33,1125,2049,2
Rushing Yards,2,34,1116,2038,2
Rushing Yards,2,35,1109,2034,2
Rushing Yards,2,36,1106,2065,2
Rushing Yards,2,37,1098,2060,2
Rushing Yards,2,38,1080,2035,2
Rushing Yards,2,39,1076,2063,2
Rushing Yards,2,40,1050,2033,2
Rushing Yards,2,41,1046,2037,2
Rushing Yards,2,42,1035,2050,2
Rushing Yards,2,43,1003,2031,2
Rushing Yards,2,44,990,2069,2
Rushing Yards,2,45,910,2061,2
Rushing Yards,2,46,880,2062,2
Rushing Yards,2,47,860,2047,2
Rushing Yards,2,48,828,2056,2
Rushing Yards,2,49,763,2048,2
Rushing Yards Allowed,2,0,851,2030,2
Rushing Yards Allowed,2,1,902,2037,2
Rushing Yards Allowed,2,2,908,2051,2
Rushing Yards Allowed,2,3,911,2063,2
Rushing Yards Allowed,2,4,933,2034,2
Rushing Yards Allowed,2,5,942,2065,2
Rushing Yards Allowed,2,6,960,2042,2
Rushing Yards Allowed,2,7,986,2041,2
Rushing Yards Allowed,2,8,987,2066,2
Rushing Yards Allowed,2,9,990,2058,2
Rushing Yards Allowed,2,10,993,2057,2
Rushing Yards Allowed,2,11,1006,2028,2
Rushing Yards Allowed,2,12,1006,2038,2
Rushing Yards Allowed,2,13,1011,2050,2
Rushing Yards Allowed,2,14,1016,2064,2
Rushing Yards Allowed,2,15,1020,2039,2
Rushing Yards Allowed,2,16,1021,2043,2
Rushing Yards Allowed,2,17,1026,2054,2
Rushing Yards Allowed,2,18,1026,2069,2
Rushing Yards Allowed,2,19,1028,2020,2
Rushing Yards Allowed,2,20,1040,2052,2
Rushing Yards Allowed,2,21,1040,2055,2
Rushing Yards Allowed,2,22,1063,2040,2
Rushing Yards Allowed,2,23,1076,2062,2
Rushing Yards Allowed,2,24,1080,2067,2
Rushing Yards Allowed,2,25,1086,2068,2
Rushing Yards Allowed,2,26,1089,2053,2
Rushing Yards Allowed,2,27,1096,2045,2
Rushing Yards Allowed,2,28,1108,2046,2
Rushing Yards Allowed,2,29,1115,2022,2
Rushing Yards Allowed,2,30,1115,2032,2
Rushing Yards Allowed,2,31,1120,2027,2
Rushing Yards Allowed,2,32,1123,2059,2
Rushing Yards Allowed,2,33,1127,2060,2
Rushing Yards Allowed,2,34,1128,2021,2
Rushing Yards Allowed,2,35,1130,2031,2
Rushing Yards Allowed,2,36,1133,2023,2
Rushing Yards Allowed,2,37,1138,2049,2
Rushing Yards Allowed,2,38,1174,2047,2
Rushing Yards Allowed,2,39,1187,2056,2
Rushing Yards Allowed,2,40,1193,2035,2
Rushing Yards Allowed,2,41,1204,2048,2
Rushing Yards Allowed,2,42,1213,2025,2
Rushing Yards Allowed,2,43,1222,2044,2
Rushing Yards Allowed,2,44,1246,2026,2
Rushing Yards Allowed,2,45,1288,2036,2
Rushing Yards Allowed,2,46,1313,2024,2
Rushing Yards Allowed,2,47,1318,2061,2
Rushing Yards Allowed,2,48,1320,2029,2
Rushing Yards Allowed,2,49,1418,2033,2
Total Yards,2,0,4026,2025,2
Total Yards,2,1,4020,2045,2
Total Yards,2,2,3943,2026,2
Total Yards,2,3,3890,2023,2
Total Yards,2,4,3853,2054,2
Total Yards,2,5,3840,2042,2
Total Yards,2,6,3828,2027,2
Total Yards,2,7,3810,2028,2
Total Yards,2,8,3805,2046,2
Total Yards,2,9,3790,2044,2
Total Yards,2,10,3648,2059,2
Total Yards,2,11,3639,2050,2
Total Yards,2,12,3636,2041,2
Total Yards,2,13,3621,2030,2
Total Yards,2,14,3593,2029,2
Total Yards,2,15,3562,2022,2
Total Yards,2,16,3561,2043,2
Total Yards,2,17,3559,2038,2
Total Yards,2,18,3543,2058,2
Total Yards,2,19,3530,2039,2
Total Yards,2,20,3529,2069,2
Total Yards,2,21,3501,2020,2
Total Yards,2,22,3501,2034,2
Total Yards,2,23,3501,2065,2
Total Yards,2,24,3492,2053,2
Total Yards,2,25,3463,2032,2
Total Yards,2,26,3401,2021,2
Total Yards,2,27,3401,2057,2
Total Yards,2,28,3396,2024,2
Total Yards,2,29,3384,2036,2
Total Yards,2,30,3362,2040,2
Total Yards,2,31,3336,2055,2
Total Yards,2,32,3325,2033,2
Total Yards,2,33,3306,2068,2
Total Yards,2,34,3303,2060,2
Total Yards,2,35,3303,2067,2
Total Yards,2,36,3279,2037,2
Total Yards,2,37,3264,2049,2
Total Yards,2,38,3237,2047,2
Total Yards,2,39,3231,2051,2
Total Yards,2,40,3225,2063,2
Total Yards,2,41,3213,2064,2
Total Yards,2,42,3186,2052,2
Total Yards,2,43,3186,2066,2
Total Yards,2,44,3182,2031,2
Total Yards,2,45,3051,2035,2
Total Yards,2,46,2975,2048,2
Total Yards,2,47,2975,2062,2
Total Yards,2,48,2973,2061,2
Total Yards,2,49,2794,2056,2
Total Yards Allowed,2,0,2858,2051,2
Total Yards Allowed,2,1,2878,2039,2
Total Yards Allowed,2,2,3141,2049,2
Total Yards Allowed,2,3,3153,2034,2
Total Yards Allowed,2,4,3173,2040,2
Total Yards Allowed,2,5,3200,2037,2
Total Yards Allowed,2,6,3209,2032,2
Total Yards Allowed,2,7,3224,2059,2
Total Yards Allowed,2,8,3232,2052,2
Total Yards Allowed,2,9,3244,2043,2
Total Yards Allowed,2,10,3245,2050,2
Total Yards Allowed,2,11,3280,2041,2
Total Yards Allowed,2,12,3283,2066,2
Total Yards Allowed,2,13,3284,2068,2
Total Yards Allowed,2,14,3286,2067,2
Total Yards Allowed,2,15,3320,2030,2
Total Yards Allowed,2,16,3320,2036,2
Total Yards Allowed,2,17,3340,2064,2
Total Yards Allowed,2,18,3342,2023,2
Total Yards Allowed,2,19,3350,2038,2
Total Yards Allowed,2,20,3359,2054,2
Total Yards Allowed,2,21,3400,2026,2
Total Yards Allowed,2,22,3402,2065,2
Total Yards Allowed,2,23,3404,2058,2
Total Yards Allowed,2,24,3415,2053,2
Total Yards Allowed,2,25,3418,2020,2
Total Yards Allowed,2,26,3421,2047,2
Total Yards Allowed,2,27,3430,2029,2
Total Yards Allowed,2,28,3437,2021,2
Total Yards Allowed,2,29,3441,2031,2
Total Yards Allowed,2,30,3446,2046,2
